Offset: 5.75, Pitch: F4, Length: 1.25, Lyric: None
Offset: 26.0, Pitch: C#4, Length: 1.25, Lyric: None
Offset: 26.0, Pitch: F#4, Length: 2.0833333333333335, Lyric: None
Offset: 26.5, Pitch: E-4, Length: 1.3333333333333333, Lyric: None
Offset: 27.75, Pitch: B-2, Length: 2.25, Lyric: None
Offset: 29.333333333333332, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 29.333333333333332, Pitch: B-3, Length: 0.6666666666666666, Lyric: None
Offset: 29.333333333333332, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 30.0, Pitch: C#4, Length: 2.0, Lyric: None
Offset: 30.0, Pitch: B-3, Length: 2.0, Lyric: None
Offset: 30.0, Pitch: F4, Length: 2.0, Lyric: None
Offset: 30.0, Pitch: B-2, Length: 1.75, Lyric: None
Offset: 32.0, Pitch: F#4, Length: 2.0, Lyric: None
Offset: 32.0, Pitch: G#2, Length: 2.0, Lyric: None
Offset: 33.25, Pitch: G#3, Length: 0.75, Lyric: None
Offset: 33.25, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 33.75, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 34.0, Pitch: G#2, Length: 2.25, Lyric: None
Offset: 34.0, Pitch: G#3, Length: 1.5, Lyric: None
Offset: 34.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 34.0, Pitch: C#4, Length: 3.0, Lyric: None
Offset: 34.75, Pitch: F#4, Length: 1.0, Lyric: None
Offset: 35.666666666666664, Pitch: C#3, Length: 2.3333333333333335, Lyric: None
Offset: 35.75, Pitch: F4, Length: 1.6666666666666667, Lyric: None
Offset: 37.333333333333336, Pitch: G#4, Length: 0.6666666666666666, Lyric: None
Offset: 38.0, Pitch: C#3, Length: 1.0, Lyric: None
Offset: 38.0, Pitch: G#4, Length: 0.3333333333333333, Lyric: None
Offset: 38.333333333333336, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 38.75, Pitch: G#2, Length: 0.3333333333333333, Lyric: None
Offset: 39.666666666666664, Pitch: F4, Length: 1.0, Lyric: None
Offset: 39.75, Pitch: C#3, Length: 0.6666666666666666, Lyric: None
Offset: 39.75, Pitch: G#3, Length: 2.25, Lyric: None
Offset: 39.75, Pitch: C#4, Length: 2.25, Lyric: None
Offset: 41.333333333333336, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 41.5, Pitch: C#3, Length: 0.5, Lyric: None
Offset: 42.0, Pitch: F4, Length: 2.3333333333333335, Lyric: None
Offset: 42.0, Pitch: G#3, Length: 0.08333333333333333, Lyric: None
Offset: 42.0, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 42.75, Pitch: G#3, Length: 0.25, Lyric: None
Offset: 43.0, Pitch: G#3, Length: 0.75, Lyric: None
Offset: 43.0, Pitch: F3, Length: 0.75, Lyric: None
Offset: 43.75, Pitch: C4, Length: 0.6666666666666666, Lyric: None
Offset: 43.75, Pitch: C#4, Length: 1.5, Lyric: None
Offset: 44.0, Pitch: C5, Length: 0.5, Lyric: None
Offset: 44.0, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 44.333333333333336, Pitch: F4, Length: 1.0, Lyric: None
Offset: 45.333333333333336, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 45.333333333333336, Pitch: C#3, Length: 0.5, Lyric: None
Offset: 45.75, Pitch: G#4, Length: 0.25, Lyric: None
Offset: 46.0, Pitch: G#4, Length: 3.4166666666666665, Lyric: None
Offset: 46.333333333333336, Pitch: F4, Length: 0.5, Lyric: None
Offset: 46.333333333333336, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 47.333333333333336, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 47.75, Pitch: C#4, Length: 2.25, Lyric: None
Offset: 47.75, Pitch: F#4, Length: 0.75, Lyric: None
Offset: 48.5, Pitch: F#4, Length: 1.0, Lyric: None
Offset: 49.333333333333336, Pitch: G#4, Length: 0.6666666666666666, Lyric: None
Offset: 49.333333333333336, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 49.333333333333336, Pitch: B-4, Length: 0.6666666666666666, Lyric: None
Offset: 50.0, Pitch: C#4, Length: 3.0, Lyric: None
Offset: 50.0, Pitch: G#4, Length: 1.8333333333333333, Lyric: None
Offset: 50.0, Pitch: F4, Length: 1.8333333333333333, Lyric: None
Offset: 50.0, Pitch: B-4, Length: 1.0833333333333333, Lyric: None
Offset: 51.75, Pitch: F#4, Length: 1.0, Lyric: None
Offset: 52.0, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 52.0, Pitch: B-4, Length: 1.25, Lyric: None
Offset: 52.75, Pitch: G#4, Length: 1.0, Lyric: None
Offset: 53.333333333333336, Pitch: F#4, Length: 0.6666666666666666, Lyric: None
Offset: 53.333333333333336, Pitch: B-4, Length: 0.6666666666666666, Lyric: None
Offset: 53.333333333333336, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 54.0, Pitch: F#4, Length: 6.0, Lyric: None
Offset: 54.0, Pitch: B-4, Length: 0.3333333333333333, Lyric: None
Offset: 54.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 54.333333333333336, Pitch: G#4, Length: 1.6666666666666667, Lyric: None
Offset: 54.75, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 55.25, Pitch: C#5, Length: 0.5, Lyric: None
Offset: 56.0, Pitch: C#4, Length: 2.0, Lyric: None
Offset: 56.333333333333336, Pitch: B-4, Length: 1.25, Lyric: None
Offset: 56.333333333333336, Pitch: G#4, Length: 1.25, Lyric: None
Offset: 56.333333333333336, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 57.333333333333336, Pitch: B-4, Length: 0.6666666666666666, Lyric: None
Offset: 57.333333333333336, Pitch: B-3, Length: 0.6666666666666666, Lyric: None
Offset: 57.333333333333336, Pitch: G#4, Length: 0.6666666666666666, Lyric: None
Offset: 60.0, Pitch: G#4, Length: 3.3333333333333335, Lyric: None
Offset: 60.0, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 60.75, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 61.75, Pitch: F4, Length: 2.25, Lyric: None
Offset: 61.75, Pitch: C#4, Length: 2.0, Lyric: None
Offset: 64.0, Pitch: F4, Length: 0.75, Lyric: None
Offset: 64.5, Pitch: C#5, Length: 0.3333333333333333, Lyric: None
Offset: 64.75, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 64.75, Pitch: G#4, Length: 0.6666666666666666, Lyric: None
Offset: 65.33333333333333, Pitch: F4, Length: 2.0, Lyric: None
Offset: 65.75, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 65.75, Pitch: G#3, Length: 2.25, Lyric: None
Offset: 66.0, Pitch: E-4, Length: 2.0, Lyric: None
Offset: 67.33333333333333, Pitch: G#2, Length: 0.6666666666666666, Lyric: None
Offset: 67.33333333333333, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 67.66666666666667, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 68.0, Pitch: F4, Length: 1.8333333333333333, Lyric: None
Offset: 68.0, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 68.0, Pitch: C#4, Length: 1.1666666666666667, Lyric: None
Offset: 68.5, Pitch: E-4, Length: 1.0, Lyric: None
Offset: 69.0, Pitch: G#2, Length: 0.5, Lyric: None
Offset: 69.33333333333333, Pitch: G#2, Length: 0.5, Lyric: None
Offset: 69.75, Pitch: C4, Length: 1.5, Lyric: None
Offset: 69.75, Pitch: G#3, Length: 1.5, Lyric: None
Offset: 69.75, Pitch: F4, Length: 2.25, Lyric: None
Offset: 70.5, Pitch: E-4, Length: 1.0, Lyric: None
Offset: 71.33333333333333, Pitch: G#3, Length: 0.6666666666666666, Lyric: None
Offset: 72.0, Pitch: G#3, Length: 0.3333333333333333, Lyric: None
Offset: 72.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 72.33333333333333, Pitch: G#3, Length: 1.3333333333333333, Lyric: None
Offset: 72.33333333333333, Pitch: F4, Length: 1.3333333333333333, Lyric: None
Offset: 73.75, Pitch: C#4, Length: 2.0, Lyric: None
Offset: 73.75, Pitch: E-2, Length: 2.25, Lyric: None
Offset: 76.0, Pitch: E-2, Length: 1.75, Lyric: None
Offset: 77.75, Pitch: G#2, Length: 2.0, Lyric: None
Offset: 77.75, Pitch: G#1, Length: 2.0, Lyric: None
Offset: 78.75, Pitch: G#3, Length: 1.0, Lyric: None
Offset: 81.75, Pitch: G#4, Length: 0.25, Lyric: None
Offset: 81.75, Pitch: C#2, Length: 2.25, Lyric: None
Offset: 81.75, Pitch: C#1, Length: 1.6666666666666667, Lyric: None
Offset: 81.75, Pitch: F4, Length: 1.0, Lyric: None
Offset: 82.0, Pitch: G#3, Length: 2.0, Lyric: None
Offset: 83.33333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 83.5, Pitch: C#1, Length: 0.5, Lyric: None
Offset: 84.0, Pitch: G#3, Length: 2.0, Lyric: None
Offset: 84.0, Pitch: C#2, Length: 6.0, Lyric: None
Offset: 84.0, Pitch: C#1, Length: 2.0, Lyric: None
Offset: 84.0, Pitch: C#4, Length: 1.3333333333333333, Lyric: None
Offset: 85.75, Pitch: C#3, Length: 1.6666666666666667, Lyric: None
Offset: 86.0, Pitch: F4, Length: 2.0, Lyric: None
Offset: 86.5, Pitch: C#1, Length: 0.25, Lyric: None
Offset: 87.5, Pitch: C#3, Length: 0.5, Lyric: None
Offset: 87.75, Pitch: C#1, Length: 0.25, Lyric: None
Offset: 90.0, Pitch: C#3, Length: 0.5, Lyric: None
Offset: 90.0, Pitch: F4, Length: 0.25, Lyric: None
Offset: 90.0, Pitch: C#1, Length: 2.0, Lyric: None
Offset: 90.5, Pitch: C#3, Length: 1.25, Lyric: None
Offset: 92.0, Pitch: G#1, Length: 1.6666666666666667, Lyric: None
Offset: 92.33333333333333, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 93.33333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 93.33333333333333, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 93.5, Pitch: G#2, Length: 0.5, Lyric: None
Offset: 93.5, Pitch: G#1, Length: 0.5, Lyric: None
Offset: 94.0, Pitch: C#4, Length: 4.0, Lyric: None
Offset: 94.0, Pitch: F4, Length: 4.583333333333333, Lyric: None
Offset: 94.0, Pitch: G#2, Length: 2.0, Lyric: None
Offset: 94.0, Pitch: G#1, Length: 2.0, Lyric: None
Offset: 96.0, Pitch: G#1, Length: 1.5, Lyric: None
Offset: 97.33333333333333, Pitch: G#2, Length: 0.6666666666666666, Lyric: None
Offset: 97.33333333333333, Pitch: G#1, Length: 0.6666666666666666, Lyric: None
Offset: 98.58333333333333, Pitch: G#2, Length: 0.3333333333333333, Lyric: None
Offset: 98.58333333333333, Pitch: G#1, Length: 0.3333333333333333, Lyric: None
Offset: 99.08333333333333, Pitch: G#2, Length: 1.25, Lyric: None
Offset: 99.08333333333333, Pitch: G#1, Length: 1.25, Lyric: None
Offset: 99.08333333333333, Pitch: C#3, Length: 0.25, Lyric: None
Offset: 100.58333333333333, Pitch: C#4, Length: 1.25, Lyric: None
Offset: 100.58333333333333, Pitch: B-1, Length: 2.0, Lyric: None
Offset: 101.83333333333333, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 102.08333333333333, Pitch: F4, Length: 0.5, Lyric: None
Offset: 102.58333333333333, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 102.58333333333333, Pitch: B-1, Length: 2.0, Lyric: None
Offset: 102.58333333333333, Pitch: F4, Length: 0.25, Lyric: None
Offset: 104.08333333333333, Pitch: F4, Length: 0.5, Lyric: None
Offset: 104.58333333333333, Pitch: F2, Length: 2.0, Lyric: None
Offset: 104.58333333333333, Pitch: F1, Length: 1.5, Lyric: None
Offset: 105.91666666666667, Pitch: G#4, Length: 0.6666666666666666, Lyric: None
Offset: 105.91666666666667, Pitch: F1, Length: 0.6666666666666666, Lyric: None
Offset: 106.08333333333333, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 106.58333333333333, Pitch: F2, Length: 2.0, Lyric: None
Offset: 106.58333333333333, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 106.58333333333333, Pitch: G#4, Length: 1.8333333333333333, Lyric: None
Offset: 106.58333333333333, Pitch: F1, Length: 1.8333333333333333, Lyric: None
Offset: 107.33333333333333, Pitch: F3, Length: 1.0, Lyric: None
Offset: 107.33333333333333, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 108.25, Pitch: F#2, Length: 2.3333333333333335, Lyric: None
Offset: 108.25, Pitch: F#3, Length: 2.3333333333333335, Lyric: None
Offset: 108.25, Pitch: F#1, Length: 1.75, Lyric: None
Offset: 108.33333333333333, Pitch: B-3, Length: 0.25, Lyric: None
Offset: 108.83333333333333, Pitch: B-3, Length: 1.0, Lyric: None
Offset: 109.91666666666667, Pitch: B-3, Length: 0.6666666666666666, Lyric: None
Offset: 110.08333333333333, Pitch: F#1, Length: 0.5, Lyric: None
Offset: 110.58333333333333, Pitch: B-3, Length: 2.5833333333333335, Lyric: None
Offset: 110.58333333333333, Pitch: F#2, Length: 1.6666666666666667, Lyric: None
Offset: 110.58333333333333, Pitch: F#3, Length: 1.6666666666666667, Lyric: None
Offset: 110.58333333333333, Pitch: F#1, Length: 2.0, Lyric: None
Offset: 112.33333333333333, Pitch: E-2, Length: 0.75, Lyric: None
Offset: 116.25, Pitch: C#2, Length: 1.5, Lyric: None
Offset: 116.33333333333333, Pitch: C#1, Length: 1.6666666666666667, Lyric: None
Offset: 117.58333333333333, Pitch: C#2, Length: 1.0, Lyric: None
Offset: 117.91666666666667, Pitch: C#1, Length: 0.6666666666666666, Lyric: None
Offset: 118.58333333333333, Pitch: C#1, Length: 1.5833333333333333, Lyric: None
Offset: 118.58333333333333, Pitch: C#2, Length: 5.333333333333333, Lyric: None
Offset: 119.33333333333333, Pitch: G#3, Length: 0.75, Lyric: None
Offset: 120.08333333333333, Pitch: C#3, Length: 1.3333333333333333, Lyric: None
Offset: 120.08333333333333, Pitch: G#3, Length: 1.3333333333333333, Lyric: None
Offset: 121.08333333333333, Pitch: C#1, Length: 1.5, Lyric: None
Offset: 121.58333333333333, Pitch: C#3, Length: 1.0, Lyric: None
Offset: 121.58333333333333, Pitch: G#3, Length: 1.0, Lyric: None
Offset: 123.91666666666667, Pitch: C#3, Length: 0.5, Lyric: None
Offset: 123.91666666666667, Pitch: C#1, Length: 1.5, Lyric: None
Offset: 123.91666666666667, Pitch: G#3, Length: 0.75, Lyric: None
Offset: 124.66666666666667, Pitch: G#3, Length: 0.6666666666666666, Lyric: None
Offset: 124.66666666666667, Pitch: C#3, Length: 0.6666666666666666, Lyric: None
Offset: 125.25, Pitch: F#4, Length: 1.6666666666666667, Lyric: None
Offset: 125.25, Pitch: G#1, Length: 1.6666666666666667, Lyric: None
Offset: 126.66666666666667, Pitch: C#4, Length: 1.25, Lyric: None
Offset: 126.66666666666667, Pitch: F4, Length: 1.25, Lyric: None
Offset: 126.66666666666667, Pitch: G#1, Length: 1.25, Lyric: None
Offset: 127.91666666666667, Pitch: C#4, Length: 1.4166666666666667, Lyric: None
Offset: 127.91666666666667, Pitch: F4, Length: 1.4166666666666667, Lyric: None
Offset: 127.91666666666667, Pitch: G#1, Length: 1.4166666666666667, Lyric: None
Offset: 129.25, Pitch: C#4, Length: 2.6666666666666665, Lyric: None
Offset: 129.41666666666666, Pitch: G#1, Length: 1.5, Lyric: None
Offset: 130.66666666666666, Pitch: F4, Length: 1.25, Lyric: None
Offset: 130.66666666666666, Pitch: G#3, Length: 1.0, Lyric: None
Offset: 130.91666666666666, Pitch: G#1, Length: 0.75, Lyric: None
Offset: 131.91666666666666, Pitch: G#3, Length: 1.5, Lyric: None
Offset: 131.91666666666666, Pitch: G#1, Length: 0.25, Lyric: None
Offset: 131.91666666666666, Pitch: C#4, Length: 1.3333333333333333, Lyric: None
Offset: 131.91666666666666, Pitch: F4, Length: 1.4166666666666667, Lyric: None
Offset: 132.16666666666666, Pitch: G#1, Length: 1.3333333333333333, Lyric: None
Offset: 133.41666666666666, Pitch: B-1, Length: 1.6666666666666667, Lyric: None
Offset: 133.66666666666666, Pitch: B-3, Length: 1.25, Lyric: None
Offset: 133.66666666666666, Pitch: C#4, Length: 2.25, Lyric: None
Offset: 134.91666666666666, Pitch: B-1, Length: 1.0, Lyric: None
Offset: 135.41666666666666, Pitch: F3, Length: 0.5, Lyric: None
Offset: 135.91666666666666, Pitch: F3, Length: 1.0, Lyric: None
Offset: 135.91666666666666, Pitch: B-1, Length: 1.5, Lyric: None
Offset: 135.91666666666666, Pitch: C#4, Length: 1.25, Lyric: None
Offset: 137.41666666666666, Pitch: F2, Length: 2.5, Lyric: None
Offset: 137.58333333333334, Pitch: F1, Length: 1.25, Lyric: None
Offset: 138.66666666666666, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 138.91666666666666, Pitch: F1, Length: 1.0, Lyric: None
Offset: 139.91666666666666, Pitch: F2, Length: 1.5, Lyric: None
Offset: 139.91666666666666, Pitch: F1, Length: 1.5, Lyric: None
Offset: 141.41666666666666, Pitch: F#2, Length: 1.5, Lyric: None
Offset: 141.41666666666666, Pitch: F#1, Length: 1.5, Lyric: None
Offset: 142.91666666666666, Pitch: F#2, Length: 1.0, Lyric: None
Offset: 142.91666666666666, Pitch: F#1, Length: 1.0, Lyric: None
Offset: 143.91666666666666, Pitch: F#2, Length: 1.25, Lyric: None
Offset: 143.91666666666666, Pitch: F#1, Length: 1.25, Lyric: None
Offset: 145.41666666666666, Pitch: E-2, Length: 0.75, Lyric: None
Offset: 145.41666666666666, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 149.25, Pitch: C#2, Length: 2.6666666666666665, Lyric: None
Offset: 149.91666666666666, Pitch: C#1, Length: 0.5, Lyric: None
Offset: 150.66666666666666, Pitch: C#1, Length: 1.25, Lyric: None
Offset: 151.91666666666666, Pitch: C#3, Length: 1.6666666666666667, Lyric: None
Offset: 151.91666666666666, Pitch: C#2, Length: 5.333333333333333, Lyric: None
Offset: 151.91666666666666, Pitch: C#1, Length: 1.0, Lyric: None
Offset: 153.25, Pitch: G#3, Length: 2.6666666666666665, Lyric: None
Offset: 153.25, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 153.58333333333334, Pitch: C#3, Length: 2.3333333333333335, Lyric: None
Offset: 154.91666666666666, Pitch: G#4, Length: 1.0, Lyric: None
Offset: 154.91666666666666, Pitch: C#1, Length: 1.0, Lyric: None
Offset: 157.25, Pitch: C#3, Length: 1.4166666666666667, Lyric: None
Offset: 157.25, Pitch: G#3, Length: 0.8333333333333334, Lyric: None
Offset: 157.25, Pitch: G#4, Length: 0.6666666666666666, Lyric: None
Offset: 157.25, Pitch: C#1, Length: 1.5, Lyric: None
Offset: 158.58333333333334, Pitch: G#1, Length: 1.75, Lyric: None
Offset: 160.25, Pitch: G#1, Length: 1.0, Lyric: None
Offset: 160.25, Pitch: F4, Length: 1.0, Lyric: None
Offset: 161.25, Pitch: G#1, Length: 1.5, Lyric: None
Offset: 161.25, Pitch: F4, Length: 4.0, Lyric: None
Offset: 162.58333333333334, Pitch: G#2, Length: 1.5, Lyric: None
Offset: 162.58333333333334, Pitch: G#1, Length: 1.5, Lyric: None
Offset: 164.25, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 164.25, Pitch: G#1, Length: 1.0, Lyric: None
Offset: 165.25, Pitch: G#2, Length: 1.3333333333333333, Lyric: None
Offset: 165.25, Pitch: G#1, Length: 1.3333333333333333, Lyric: None
Offset: 165.25, Pitch: F4, Length: 1.5, Lyric: None
Offset: 165.58333333333334, Pitch: C#4, Length: 1.6666666666666667, Lyric: None
Offset: 166.75, Pitch: B-1, Length: 2.5, Lyric: None
Offset: 168.5, Pitch: F4, Length: 0.75, Lyric: None
Offset: 168.5, Pitch: F3, Length: 0.75, Lyric: None
Offset: 169.25, Pitch: B-1, Length: 1.5, Lyric: None
Offset: 169.25, Pitch: F4, Length: 1.25, Lyric: None
Offset: 169.25, Pitch: F3, Length: 1.25, Lyric: None
Offset: 170.25, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 170.58333333333334, Pitch: B-1, Length: 0.3333333333333333, Lyric: None
Offset: 174.0, Pitch: C#5, Length: 0.3333333333333333, Lyric: None
Offset: 174.25, Pitch: E-5, Length: 0.6666666666666666, Lyric: None
Offset: 174.58333333333334, Pitch: C#2, Length: 2.6666666666666665, Lyric: None
Offset: 176.25, Pitch: G#3, Length: 1.0, Lyric: None
Offset: 176.25, Pitch: C#3, Length: 1.0, Lyric: None
Offset: 176.25, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 176.5, Pitch: C#1, Length: 0.75, Lyric: None
Offset: 176.58333333333334, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 177.25, Pitch: C#1, Length: 0.3333333333333333, Lyric: None
Offset: 177.25, Pitch: C#2, Length: 5.333333333333333, Lyric: None
Offset: 177.25, Pitch: G#3, Length: 5.5, Lyric: None
Offset: 177.25, Pitch: C#3, Length: 0.5, Lyric: None
Offset: 177.25, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 177.25, Pitch: F4, Length: 2.5833333333333335, Lyric: None
Offset: 177.91666666666666, Pitch: C#5, Length: 0.3333333333333333, Lyric: None
Offset: 177.91666666666666, Pitch: C#3, Length: 0.3333333333333333, Lyric: None
Offset: 178.58333333333334, Pitch: C#3, Length: 1.0, Lyric: None
Offset: 179.91666666666666, Pitch: C#1, Length: 0.3333333333333333, Lyric: None
Offset: 180.25, Pitch: F4, Length: 1.0, Lyric: None
Offset: 180.25, Pitch: C#3, Length: 1.0, Lyric: None
Offset: 180.91666666666666, Pitch: C#1, Length: 0.3333333333333333, Lyric: None
Offset: 181.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 182.75, Pitch: C#3, Length: 0.75, Lyric: None
Offset: 182.75, Pitch: C#4, Length: 1.4166666666666667, Lyric: None
Offset: 183.08333333333334, Pitch: C#5, Length: 0.3333333333333333, Lyric: None
Offset: 183.25, Pitch: C#1, Length: 1.0, Lyric: None
Offset: 183.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 183.5, Pitch: F5, Length: 0.5, Lyric: None
Offset: 184.08333333333334, Pitch: G#1, Length: 1.75, Lyric: None
Offset: 185.5, Pitch: F4, Length: 1.25, Lyric: None
Offset: 185.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 185.75, Pitch: G#1, Length: 1.0, Lyric: None
Offset: 185.75, Pitch: G#2, Length: 1.0, Lyric: None
Offset: 186.0, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 186.75, Pitch: F4, Length: 4.0, Lyric: None
Offset: 186.75, Pitch: G#1, Length: 1.3333333333333333, Lyric: None
Offset: 186.75, Pitch: G#2, Length: 3.0, Lyric: None
Offset: 187.0, Pitch: C#5, Length: 1.0, Lyric: None
Offset: 187.25, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 188.08333333333334, Pitch: G#3, Length: 2.6666666666666665, Lyric: None
Offset: 188.08333333333334, Pitch: C#4, Length: 2.6666666666666665, Lyric: None
Offset: 188.08333333333334, Pitch: G#1, Length: 0.25, Lyric: None
Offset: 188.25, Pitch: G#1, Length: 1.5, Lyric: None
Offset: 189.5, Pitch: C#5, Length: 0.5, Lyric: None
Offset: 189.75, Pitch: G#1, Length: 1.0, Lyric: None
Offset: 190.75, Pitch: G#3, Length: 0.5833333333333334, Lyric: None
Offset: 190.75, Pitch: C#4, Length: 0.5833333333333334, Lyric: None
Offset: 191.0, Pitch: G#1, Length: 0.5, Lyric: None
Offset: 191.5, Pitch: E-5, Length: 0.25, Lyric: None
Offset: 192.25, Pitch: C#2, Length: 2.5, Lyric: None
Offset: 192.25, Pitch: C#1, Length: 2.5, Lyric: None
Offset: 192.5, Pitch: G#3, Length: 1.6666666666666667, Lyric: None
Offset: 193.75, Pitch: C#3, Length: 1.0, Lyric: None
Offset: 194.75, Pitch: C#2, Length: 1.75, Lyric: None
Offset: 194.75, Pitch: C#1, Length: 1.75, Lyric: None
Offset: 194.75, Pitch: C#3, Length: 1.6666666666666667, Lyric: None
Offset: 196.41666666666666, Pitch: C#3, Length: 2.3333333333333335, Lyric: None
Offset: 196.5, Pitch: C#1, Length: 1.5, Lyric: None
Offset: 197.0, Pitch: F4, Length: 1.75, Lyric: None
Offset: 198.08333333333334, Pitch: C#2, Length: 0.6666666666666666, Lyric: None
Offset: 198.08333333333334, Pitch: C#1, Length: 0.6666666666666666, Lyric: None
Offset: 198.75, Pitch: C#3, Length: 2.0, Lyric: None
Offset: 198.75, Pitch: C#2, Length: 2.0, Lyric: None
Offset: 198.75, Pitch: F4, Length: 2.0, Lyric: None
