Offset: 5.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 95.0, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 96.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 96.25, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 96.33333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 96.66666666666667, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 97.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 97.5, Pitch: D4, Length: 0.5, Lyric: None
Offset: 98.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 98.25, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 98.25, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 98.66666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 99.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 99.33333333333333, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 99.75, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 100.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 100.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 100.66666666666667, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 101.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 101.25, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 102.0, Pitch: G#3, Length: 0.25, Lyric: None
Offset: 102.0, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 102.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 102.5, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 103.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 103.0, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 103.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 103.66666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 104.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 104.25, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 104.5, Pitch: F4, Length: 0.25, Lyric: None
Offset: 104.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 105.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 105.25, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 105.25, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 105.66666666666667, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 106.0, Pitch: F#4, Length: 0.75, Lyric: None
Offset: 106.66666666666667, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 107.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 107.33333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 107.66666666666667, Pitch: E4, Length: 0.3333333333333333, Lyric: None
Offset: 108.0, Pitch: E4, Length: 0.4166666666666667, Lyric: None
Offset: 108.5, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 109.25, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 109.25, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 109.66666666666667, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 110.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 110.25, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 110.66666666666667, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 111.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 111.25, Pitch: C4, Length: 0.3333333333333333, Lyric: None
Offset: 111.25, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 111.66666666666667, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 112.0, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 112.75, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 113.25, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 113.33333333333333, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 113.33333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 114.0, Pitch: E-4, Length: 1.0, Lyric: None
Offset: 114.66666666666667, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 115.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 115.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 115.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 115.66666666666667, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 116.0, Pitch: F4, Length: 0.75, Lyric: None
Offset: 116.66666666666667, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 117.25, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 117.25, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 117.66666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 118.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 118.5, Pitch: G#3, Length: 0.25, Lyric: None
Offset: 118.75, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 119.25, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 119.66666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 120.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 120.33333333333333, Pitch: G#3, Length: 0.3333333333333333, Lyric: None
Offset: 120.66666666666667, Pitch: B-3, Length: 1.0, Lyric: None
Offset: 121.5, Pitch: G#3, Length: 0.25, Lyric: None
Offset: 121.5, Pitch: B-3, Length: 0.25, Lyric: None
Offset: 122.25, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 122.66666666666667, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 123.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 123.25, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 123.25, Pitch: F4, Length: 0.5, Lyric: None
Offset: 123.66666666666667, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 123.75, Pitch: F4, Length: 0.25, Lyric: None
Offset: 124.25, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 124.66666666666667, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 125.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 125.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 125.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 125.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 126.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 126.25, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 126.66666666666667, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 127.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 127.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 128.0, Pitch: F4, Length: 0.75, Lyric: None
Offset: 129.25, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 129.66666666666666, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 130.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 130.25, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 130.66666666666666, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 131.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 131.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 131.5, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 131.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 132.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 132.0, Pitch: F4, Length: 0.75, Lyric: None
Offset: 133.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 133.5, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 134.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 134.33333333333334, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 134.66666666666666, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 135.25, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 135.5, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 136.0, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 136.5, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 137.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 137.25, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 137.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 137.66666666666666, Pitch: F4, Length: 1.0, Lyric: None
Offset: 138.66666666666666, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 139.25, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 139.25, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 139.66666666666666, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 140.0, Pitch: E-4, Length: 0.4166666666666667, Lyric: None
Offset: 140.5, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 141.0, Pitch: C4, Length: 0.25, Lyric: None
Offset: 141.25, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 141.33333333333334, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 142.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 142.5, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 143.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 143.25, Pitch: F4, Length: 0.25, Lyric: None
Offset: 143.5, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 144.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 144.5, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 145.0, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 145.66666666666666, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 146.5, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 146.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 147.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 147.25, Pitch: F4, Length: 0.75, Lyric: None
Offset: 148.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 148.5, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 149.0, Pitch: B3, Length: 0.3333333333333333, Lyric: None
Offset: 149.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 149.33333333333334, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 150.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 150.33333333333334, Pitch: F#4, Length: 0.6666666666666666, Lyric: None
Offset: 151.0, Pitch: F#4, Length: 0.3333333333333333, Lyric: None
Offset: 151.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 151.33333333333334, Pitch: F#4, Length: 0.3333333333333333, Lyric: None
Offset: 152.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 152.0, Pitch: F4, Length: 0.25, Lyric: None
Offset: 152.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 153.0, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 153.66666666666666, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 154.0, Pitch: B3, Length: 0.6666666666666666, Lyric: None
Offset: 154.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 154.66666666666666, Pitch: B3, Length: 0.3333333333333333, Lyric: None
Offset: 155.0, Pitch: B-3, Length: 0.25, Lyric: None
Offset: 155.25, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 156.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 156.5, Pitch: G#3, Length: 0.75, Lyric: None
Offset: 157.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 157.66666666666666, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 158.33333333333334, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 159.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 159.25, Pitch: F4, Length: 0.25, Lyric: None
Offset: 159.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 159.66666666666666, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 160.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 160.33333333333334, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 161.33333333333334, Pitch: G#3, Length: 0.6666666666666666, Lyric: None
Offset: 162.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 162.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 163.0, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 163.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 163.66666666666666, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 164.0, Pitch: E-4, Length: 0.4166666666666667, Lyric: None
Offset: 164.5, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 180.33333333333334, Pitch: F#4, Length: 0.3333333333333333, Lyric: None
Offset: 180.66666666666666, Pitch: G#4, Length: 0.3333333333333333, Lyric: None
Offset: 181.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 181.25, Pitch: F4, Length: 0.25, Lyric: None
Offset: 181.33333333333334, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 182.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 182.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 182.33333333333334, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 182.75, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 183.25, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 183.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 183.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 184.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 184.5, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 184.75, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 185.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 185.66666666666666, Pitch: G#3, Length: 0.3333333333333333, Lyric: None
Offset: 186.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 186.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 186.33333333333334, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 186.33333333333334, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 187.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 187.25, Pitch: C#4, Length: 0.5, Lyric: None
